812603,2011-09-02,1313.0,18.0,Energía,0.0,CFE-Área de Generación Hidroeléctrica Culiacán,1,1,19.0,28.0,69.0,Purchase,F,Sinaloa,MX,"GENERADORES MEXICANOS, S.A. DE C.V.",Nuevo León,Sinaloa,SIN,Nuevo León,NLE,b_841,s_49620,0.0,0,1.4,0,0.0017905300003565549,0.01096399966626634,0.02539915994370155,0.0,0.004739336492890995,0.02777777777777778,21.724392343911546,2011
1874695,2018-07-24,31.0,50.0,Instituto Mexicano del Seguro Social,0.0,IMSS-UMAE Hospital de Especialidades No. 2 del CMN Luis Donaldo Murrieta,4,1,10.0,1.0,3.0,Purchase,F,Sonora,MX,"KEY QUÍMICA, S.A. DE C.V.",Nuevo León,Sonora,SON,Nuevo León,NLE,b_1990,s_77653,0.0,0,0.09090909090909091,1,0.0011566526822933694,0.0022296701351939537,0.028196527083756397,0.0,0.002375296912114014,0.006622516556291391,71.44338646908139,2018
1762578,2017-11-30,22453.0,15.0,"Desarrollo Agrario, Territorial y Urbano",0.0,SEDATU-Dirección General de Recursos Materiales y Servicios Generales,1,1,31.0,3.896369222488843,724.0,Service,F,Ciudad de México,MX,NEEM DIGITAL SA DE CV,Ciudad de México,Ciudad de México,CMX,Ciudad de México,CMX,b_4071,s_95794,0.0,0,0.12176153820277634,0,7.254445672567276e-05,0.01665161239809697,0.010831841316026157,1.0,0.00019171779141104295,1.0,149.07794048927136,2017
594129,2012-09-10,2135.0,18.0,Energía,0.0,PEMEX-Hospital Regional Cd. Madero,2,1,0.0,17.0,2135.0,Purchase,F,Tamaulipas,MX,COMERCIALIZADORA ORTAG SA DE CV,Tamaulipas,Tamaulipas,TAM,Tamaulipas,TAM,b_3255,s_22019,0.0,0,17.0,1,0.0019498687430617055,0.011222634354993894,0.021595003410817697,0.0,0.003831417624521073,0.04545454545454545,54.122806039829904,2012
1534964,2017-02-15,172.0,6.0,Hacienda y Crédito Público,0.0,INDAABIN-Dirección General de Avalúos y Obras,1,1,69.0,3.896369222488843,2.0,Service,F,Ciudad de México,MX,GRUPO VALENZUELA PORCHAS SA DE CV,Sonora,Ciudad de México,CMX,Sonora,SON,b_2036,s_55838,0.0,0,0.055662417464126326,0,0.00010519002403237886,0.0,0.0033509718537196764,1.0,0.002583979328165375,1.0,184.66106906253975,2017
1936736,2018-09-20,1148.0,50.0,Instituto Mexicano del Seguro Social,0.0,"IMSS-UMAE DR. VICTORIO DE LA FUENTE NARVÁEZ, DISTRITO FEDERAL",10,1,10.0,0.0,115.0,Purchase,F,Ciudad de México,MX,MED PHONE DE CONTACTO STP SA DE CV,Ciudad de México,Ciudad de México,CMX,Ciudad de México,CMX,b_1981,s_91254,0.0,0,0.0,1,0.0006888240197326687,0.013826687456772659,0.023316276661745863,0.0,0.001697792869269949,0.125,62.289028809597795,2018
1517765,2017-08-01,1012065.0,11.0,Educación Pública,0.0,SEP-Dirección de Adquisiciones,1,1,152.0,1.0,6658.0,Service,F,Ciudad de México,MX,"CENTRO NACIONAL DE EVALUACION PARA LA EDUCACION SUPERIOR, A.C.",Ciudad de México,Ciudad de México,CMX,Ciudad de México,CMX,b_4121,s_18348,0.0,0,0.006535947712418301,0,0.00014448622566206928,0.011337691069595467,0.00698047302408636,0.0,0.00028514399771884804,0.03571428571428571,59.39503628423127,2017
1571889,2017-07-31,8844.0,15.0,"Desarrollo Agrario, Territorial y Urbano",1.0,SEDATU-Dirección General de Recursos Materiales y Servicios Generales,1,1,142.0,3.896369222488843,62.0,Service,F,Ciudad de México,MX,GUILLERMO DEL MONTE CORTES,Ciudad de México,Ciudad de México,CMX,Ciudad de México,CMX,b_4071,s_56448,0.0,0,0.027247337220201697,0,7.254445672567276e-05,0.01665161239809697,0.010831841316026157,0.0,0.00019171779141104295,0.5,28.20786579553335,2017
1352017,2017-03-01,19309.0,913.0,,0.0,HGO-Instituto de Capacitación para el Trabajo del Estado de Hidalgo-Dirección de Finanzas y Administración,2,0,305.0,12.0,63.0,Rent,S,Hidalgo,MX,"Tecnología en Soluciones Digitales, S.A. de C.V. ",Morelos,Hidalgo,HID,Morelos,MOR,b_1756,s_123901,1.0,0,0.0392156862745098,1,0.010487351115748302,0.02366863905325444,0.014985199619979104,0.0,0.030303030303030304,0.2,-6.399116594208877,2017
1037741,2016-01-01,6239869.0,50.0,Instituto Mexicano del Seguro Social,0.0,IMSS-Coordinación de Abastecimiento y Equipamiento de la Delegación Sur del Distrito Federal,6,0,365.0,50.0,17096.0,Purchase,F,Ciudad de México,MX,"LA COSMOPOLITANA, S.A DE C.V.",Ciudad de México,Ciudad de México,CMX,Ciudad de México,CMX,b_1889,s_78069,1.0,1,0.1366120218579235,1,0.00021629533507153736,0.005874582645329887,0.019050090003560647,0.0,0.0008333333333333334,0.034482758620689655,189.03527825037685,2016
